date,SPI,,,
9/1/1982,-0.11,,,
10/1/1982,-0.77,,,
11/1/1982,0.07,,,
12/1/1982,0.19,,,
1/1/1983,0.66,,,
2/1/1983,-1.15,,,
3/1/1983,-0.99,,,
4/1/1983,-1.38,,,
5/1/1983,-0.36,,,
6/1/1983,-0.48,,,
7/1/1983,-0.21,,,
8/1/1983,0.3,,,
9/1/1983,1.93,,,
10/1/1983,1.95,,,
11/1/1983,1.65,,,
12/1/1983,0.19,,,
1/1/1984,0.001,,,
2/1/1984,1.51,,,
3/1/1984,1.05,,,
4/1/1984,0.32,,,
5/1/1984,-1.56,,,
6/1/1984,-2.51,,,
7/1/1984,-0.86,,,
8/1/1984,-1.3,,,
9/1/1984,-0.81,,,
10/1/1984,-0.17,,,
11/1/1984,0.27,,,
12/1/1984,0.97,,,
1/1/1985,-0.62,,,
2/1/1985,0.03,,,
3/1/1985,0.23,,,
4/1/1985,0.26,,,
5/1/1985,-0.36,,,
6/1/1985,0.27,,,
7/1/1985,0.06,,,
8/1/1985,0.05,,,
9/1/1985,-1.27,,,
10/1/1985,-0.69,,,
11/1/1985,-0.27,,,
12/1/1985,1.16,,,
1/1/1986,0.95,,,
2/1/1986,0.66,,,
3/1/1986,0.51,,,
4/1/1986,0.49,,,
5/1/1986,-0.32,,,
6/1/1986,1.1,,,
7/1/1986,0.64,,,
8/1/1986,0.74,,,
9/1/1986,-0.81,,,
10/1/1986,-1.24,,,
11/1/1986,-1.96,,,
12/1/1986,-0.72,,,
1/1/1987,0.94,,,
2/1/1987,2.09,,,
3/1/1987,1.53,,,
4/1/1987,0.26,,,
5/1/1987,0.88,,,
6/1/1987,0.35,,,
7/1/1987,-0.52,,,
8/1/1987,-0.51,,,
9/1/1987,-1.57,,,
10/1/1987,-0.24,,,
11/1/1987,-0.27,,,
12/1/1987,1.37,,,
1/1/1988,1.06,,,
2/1/1988,1.08,,,
3/1/1988,-1.03,,,
4/1/1988,0.68,,,
5/1/1988,0.57,,,
6/1/1988,-0.21,,,
7/1/1988,0.85,,,
8/1/1988,0.73,,,
9/1/1988,1.91,,,
10/1/1988,1.22,,,
11/1/1988,1.17,,,
12/1/1988,-0.19,,,
1/1/1989,-0.78,,,
2/1/1989,-0.53,,,
3/1/1989,1.15,,,
4/1/1989,0.98,,,
5/1/1989,0.81,,,
6/1/1989,0.41,,,
7/1/1989,0.6,,,
8/1/1989,0.3,,,
9/1/1989,0.13,,,
10/1/1989,-0.37,,,
11/1/1989,-0.39,,,
12/1/1989,-0.93,,,
1/1/1990,-0.53,,,
2/1/1990,0.12,,,
3/1/1990,-0.2,,,
4/1/1990,-0.79,,,
5/1/1990,1.57,,,
6/1/1990,1.25,,,
7/1/1990,1.12,,,
8/1/1990,1.01,,,
9/1/1990,-0.22,,,
10/1/1990,0.2,,,
11/1/1990,-0.4,,,
12/1/1990,1.07,,,
1/1/1991,0.4,,,
2/1/1991,0.03,,,
3/1/1991,-0.38,,,
4/1/1991,0.64,,,
5/1/1991,0.34,,,
6/1/1991,1.1,,,
7/1/1991,0.55,,,
8/1/1991,0.29,,,
9/1/1991,-0.86,,,
10/1/1991,-1.32,,,
11/1/1991,-1.28,,,
12/1/1991,-1.19,,,
1/1/1992,0.03,,,
2/1/1992,-1.26,,,
3/1/1992,-1.36,,,
4/1/1992,-1.08,,,
5/1/1992,-0.13,,,
6/1/1992,-0.73,,,
7/1/1992,-1.12,,,
8/1/1992,-0.21,,,
9/1/1992,0.41,,,
10/1/1992,0.67,,,
11/1/1992,0.08,,,
12/1/1992,-0.67,,,
1/1/1993,-0.68,,,
2/1/1993,-0.46,,,
3/1/1993,-0.23,,,
4/1/1993,-0.56,,,
5/1/1993,-1.25,,,
6/1/1993,-1.34,,,
7/1/1993,-0.53,,,
8/1/1993,-0.52,,,
9/1/1993,-0.6,,,
10/1/1993,0.36,,,
11/1/1993,0.47,,,
12/1/1993,1.56,,,
1/1/1994,0.36,,,
2/1/1994,1.34,,,
3/1/1994,0.72,,,
4/1/1994,1.09,,,
5/1/1994,0.72,,,
6/1/1994,1.43,,,
7/1/1994,1.06,,,
8/1/1994,0.82,,,
9/1/1994,-0.3,,,
10/1/1994,-0.06,,,
11/1/1994,0.04,,,
12/1/1994,0.79,,,
1/1/1995,0.36,,,
2/1/1995,0.35,,,
3/1/1995,1.08,,,
4/1/1995,0.52,,,
5/1/1995,0.84,,,
6/1/1995,-0.11,,,
7/1/1995,0.56,,,
8/1/1995,-0.2,,,
9/1/1995,0.49,,,
10/1/1995,0.37,,,
11/1/1995,0.76,,,
12/1/1995,0.47,,,
1/1/1996,-0.41,,,
2/1/1996,-0.13,,,
3/1/1996,-0.04,,,
4/1/1996,-0.05,,,
5/1/1996,-0.8,,,
6/1/1996,-0.42,,,
7/1/1996,0.06,,,
8/1/1996,0.48,,,
9/1/1996,0.76,,,
10/1/1996,1.36,,,
11/1/1996,1.25,,,
12/1/1996,1.51,,,
1/1/1997,0.4,,,
2/1/1997,0.46,,,
3/1/1997,0.68,,,
4/1/1997,0.85,,,
5/1/1997,0.29,,,
6/1/1997,0.74,,,
7/1/1997,0.14,,,
8/1/1997,0.81,,,
9/1/1997,-0.6,,,
10/1/1997,-0.64,,,
11/1/1997,-0.37,,,
12/1/1997,1.33,,,
1/1/1998,2.1,,,
2/1/1998,1.19,,,
3/1/1998,-0.33,,,
4/1/1998,-0.81,,,
5/1/1998,-1.06,,,
6/1/1998,-1.31,,,
7/1/1998,-0.32,,,
8/1/1998,0.25,,,
9/1/1998,1.24,,,
10/1/1998,1.33,,,
11/1/1998,1.36,,,
12/1/1998,1.06,,,
1/1/1999,0.86,,,
2/1/1999,0.37,,,
3/1/1999,0.29,,,
4/1/1999,-0.2,,,
5/1/1999,0.85,,,
6/1/1999,0.72,,,
7/1/1999,0.24,,,
8/1/1999,-0.41,,,
9/1/1999,-0.21,,,
10/1/1999,0.67,,,
11/1/1999,0.78,,,
12/1/1999,0.9,,,
1/1/2000,-1.46,,,
2/1/2000,-0.48,,,
3/1/2000,-0.62,,,
4/1/2000,-0.91,,,
5/1/2000,-0.3,,,
6/1/2000,0.46,,,
7/1/2000,0.03,,,
8/1/2000,0.38,,,
9/1/2000,-0.69,,,
10/1/2000,-0.7,,,
11/1/2000,-1.49,,,
12/1/2000,-0.85,,,
1/1/2001,-0.02,,,
2/1/2001,0.33,,,
3/1/2001,0.91,,,
4/1/2001,0.38,,,
5/1/2001,-0.12,,,
6/1/2001,-0.11,,,
7/1/2001,-1.01,,,
8/1/2001,-0.74,,,
9/1/2001,-1.63,,,
10/1/2001,-0.47,,,
11/1/2001,-0.53,,,
12/1/2001,0.47,,,
1/1/2002,0.001,,,
2/1/2002,0.11,,,
3/1/2002,0.2,,,
4/1/2002,0.81,,,
5/1/2002,0.48,,,
6/1/2002,1.22,,,
7/1/2002,-0.51,,,
8/1/2002,-0.17,,,
9/1/2002,-1.54,,,
10/1/2002,-0.64,,,
11/1/2002,-1.16,,,
12/1/2002,-0.63,,,
1/1/2003,-0.95,,,
2/1/2003,-1.26,,,
3/1/2003,-0.09,,,
4/1/2003,-0.66,,,
5/1/2003,-1.11,,,
6/1/2003,0.55,,,
7/1/2003,-0.22,,,
8/1/2003,0.92,,,
9/1/2003,0.18,,,
10/1/2003,0.94,,,
11/1/2003,0.03,,,
12/1/2003,0.61,,,
1/1/2004,-0.24,,,
2/1/2004,0.53,,,
3/1/2004,-1.36,,,
4/1/2004,-1.48,,,
5/1/2004,-1.6,,,
6/1/2004,0.64,,,
7/1/2004,1.12,,,
8/1/2004,0.53,,,
9/1/2004,-0.23,,,
10/1/2004,-0.7,,,
11/1/2004,-0.31,,,
12/1/2004,-0.21,,,
1/1/2005,-1.62,,,
2/1/2005,-1.26,,,
3/1/2005,-1.36,,,
4/1/2005,-1.48,,,
5/1/2005,-1.72,,,
6/1/2005,-1.82,,,
7/1/2005,1.15,,,
8/1/2005,0.66,,,
9/1/2005,1.09,,,
10/1/2005,-0.62,,,
11/1/2005,-0.33,,,
12/1/2005,-1.67,,,
1/1/2006,-1.62,,,
2/1/2006,-1.26,,,
3/1/2006,-1.36,,,
4/1/2006,-1.48,,,
5/1/2006,-1.72,,,
6/1/2006,-1.1,,,
7/1/2006,-1.67,,,
8/1/2006,0.06,,,
9/1/2006,0.79,,,
10/1/2006,1.23,,,
11/1/2006,0.45,,,
12/1/2006,-0.42,,,
1/1/2007,-1.62,,,
2/1/2007,-1.26,,,
3/1/2007,-1.36,,,
4/1/2007,-1.48,,,
5/1/2007,-1.72,,,
6/1/2007,-1.18,,,
7/1/2007,-1.11,,,
8/1/2007,-0.84,,,
9/1/2007,0.33,,,
10/1/2007,0.19,,,
11/1/2007,0.18,,,
12/1/2007,-2.38,,,
1/1/2008,-1.62,,,
2/1/2008,-1.26,,,
3/1/2008,-1.36,,,
4/1/2008,-1.48,,,
5/1/2008,-1.72,,,
6/1/2008,-2.26,,,
7/1/2008,-1.98,,,
8/1/2008,-0.78,,,
9/1/2008,0.66,,,
10/1/2008,0.8,,,
11/1/2008,0.43,,,
12/1/2008,-1.21,,,
1/1/2009,-1.62,,,
2/1/2009,-1.26,,,
3/1/2009,-1.36,,,
4/1/2009,-1.48,,,
5/1/2009,-0.77,,,
6/1/2009,-0.76,,,
7/1/2009,-0.21,,,
8/1/2009,0.16,,,
9/1/2009,0.65,,,
10/1/2009,0.67,,,
11/1/2009,1.02,,,
12/1/2009,1.34,,,
1/1/2010,1.72,,,
2/1/2010,0.98,,,
3/1/2010,-1.36,,,
4/1/2010,-1.48,,,
5/1/2010,-0.93,,,
6/1/2010,0.27,,,
7/1/2010,1.34,,,
8/1/2010,1.95,,,
9/1/2010,1.42,,,
10/1/2010,0.89,,,
11/1/2010,0.25,,,
12/1/2010,0.7,,,
1/1/2011,0.53,,,
2/1/2011,-0.11,,,
3/1/2011,-0.09,,,
4/1/2011,-0.66,,,
5/1/2011,-1.11,,,
6/1/2011,0.55,,,
7/1/2011,-0.22,,,
8/1/2011,0.92,,,
9/1/2011,0.18,,,
10/1/2011,0.94,,,
11/1/2011,0.03,,,
12/1/2011,0.61,,,
1/1/2012,-0.24,,,
2/1/2012,0.53,,,
3/1/2012,-1.36,,,
4/1/2012,-1.48,,,
5/1/2012,-1.72,,,
6/1/2012,-1.89,,,
7/1/2012,-1.36,,,
8/1/2012,-1.3,,,
9/1/2012,-1.33,,,
10/1/2012,-0.81,,,
11/1/2012,-0.71,,,
12/1/2012,0.02,,,
1/1/2013,-1.25,,,
2/1/2013,-1.26,,,
3/1/2013,-0.79,,,
4/1/2013,-0.65,,,
5/1/2013,-1.16,,,
6/1/2013,-0.06,,,
7/1/2013,0.68,,,
8/1/2013,0.47,,,
9/1/2013,0.04,,,
10/1/2013,-0.34,,,
11/1/2013,-0.26,,,
12/1/2013,0.36,,,
1/1/2014,0.29,,,
2/1/2014,1.16,,,
3/1/2014,2.47,,,
4/1/2014,2.11,,,
5/1/2014,1.43,,,
6/1/2014,-2.13,,,
7/1/2014,-1.86,,,
8/1/2014,-0.62,,,
9/1/2014,-1.05,,,
10/1/2014,-1.08,,,
11/1/2014,-2.54,,,
12/1/2014,-1.63,,,
1/1/2015,-0.48,,,0.002422795  0.534135426  0.005446230 -0.152455591 -0.515394994 -0.328446810 -0.201322729
2/1/2015,-0.03,,, [8] -0.337425909 -0.475912045 -0.679589188 -0.467833117 -0.198315095  0.000123122  0.341587023
3/1/2015,1.53,,,[15]  0.178692744  0.059448311 -0.688125063 -0.681521459 -0.398329857 -0.488477029 -0.496363295
4/1/2015,1.85,,,[22] -0.829796605 -0.676318652 -0.393985225 -0.311790503 -0.276906966 -0.385999263 -0.385999263
5/1/2015,1.22,,,[29] -0.385999263 -0.385999263 -0.385999263 -0.385999263 -0.385999263 -0.385999263 -0.385999263
6/1/2015,-0.49,,,
7/1/2015,-2.86,,,
8/1/2015,-2.48,,,
9/1/2015,-2.23,,,
10/1/2015,-1.23,,,
11/1/2015,-0.97,,,
12/1/2015,0.34,,,
1/1/2016,0.001,,,
2/1/2016,0.11,,,
3/1/2016,0.65,,,
4/1/2016,0.18,,,
5/1/2016,-0.55,,,
6/1/2016,0.44,,,
7/1/2016,0.69,,,
8/1/2016,0.26,,,
9/1/2016,1.22,,,
10/1/2016,1.24,,,
11/1/2016,1.49,,,
12/1/2016,0.34,,,
1/1/2017,-1.62,,,
2/1/2017,-1.26,,,
3/1/2017,-0.09,,,
4/1/2017,-0.66,,,
5/1/2017,-1.11,,,
6/1/2017,0.55,,,
7/1/2017,-0.22,,,
8/1/2017,0.92,,,
9/1/2017,0.18,,,
10/1/2017,0.94,,,
11/1/2017,0.03,,,
12/1/2017,0.61,,,
